title,questionType,difficulty,subjectId,text,gradeLevel,option1,option1Correct,option1Feedback,option2,option2Correct,option2Feedback,option3,option3Correct,option3Feedback,option4,option4Correct,option4Feedback,correctAnswer,tolerance,explanation,hint
"Integrated Science & Inquiry (Y7) Question 82",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",10,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 83",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",11,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 84",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",12,,,,,,,,,,,,,43,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 85",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",1,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 86",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",2,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 87",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",3,,,,,,,,,,,,,10,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 88",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",4,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 89",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",5,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 90",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",6,,,,,,,,,,,,,72,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 91",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",7,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 92",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",8,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 93",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",9,,,,,,,,,,,,,46,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 94",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",10,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 95",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",11,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 96",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",12,,,,,,,,,,,,,35,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 97",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",1,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 98",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",2,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 99",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",3,,,,,,,,,,,,,56,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 100",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",4,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 101",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",5,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 102",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",6,,,,,,,,,,,,,31,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 103",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",7,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 104",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",8,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 105",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",9,,,,,,,,,,,,,2,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 106",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",10,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 107",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",11,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 108",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",12,,,,,,,,,,,,,13,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 109",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",1,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 110",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",2,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 111",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",3,,,,,,,,,,,,,96,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 112",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",4,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 113",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",5,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 114",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",6,,,,,,,,,,,,,62,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 115",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",7,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 116",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",8,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 117",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",9,,,,,,,,,,,,,89,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 118",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",10,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 119",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",11,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 120",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",12,,,,,,,,,,,,,6,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 121",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",1,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 122",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",2,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 123",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",3,,,,,,,,,,,,,31,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 124",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",4,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 125",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",5,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 126",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",6,,,,,,,,,,,,,21,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 127",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",7,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 128",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",8,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 129",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",9,,,,,,,,,,,,,24,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 130",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",10,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 131",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",11,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 132",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",12,,,,,,,,,,,,,69,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 133",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",1,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
